title_orig,price,retail_price,units_sold,uses_ad_boosts,rating,rating_count,rating_five_count,rating_four_count,rating_three_count,rating_two_count,rating_one_count,badges_count,badge_local_product,badge_product_quality,badge_fast_shipping,tags,product_color,product_variation_size_id,product_variation_inventory,shipping_option_price,shipping_is_express,countries_shipped_to,inventory_total,has_urgency_banner,origin_country,merchant_title,merchant_rating_count,merchant_rating,merchant_has_profile_picture,num_listings,tag_list
Women Two Pieces Floral Print Bikini Set High Waist Sport Shorts Swimsuit Bathing Suit,11.0,14,1000,0,3.93,651,333.0,114.0,114.0,39.0,68.0,0,0,0,0,"Women,Shorts,Floral print,two piece bathing suit,Print,Waist,high waisted,Women's Fashion,Swimsuit,push up swimwear,high waist,Bikini,Fashion,Sport,high waisted shorts,Floral,crop top,Suits,Sports Wear,Swimming",leopard,S,19,3,0,83,50,1,CN,xff,6383,4.2794924016919955,0,1,"['Women', 'Shorts', 'Floral print', 'two piece bathing suit', 'Print', 'Waist', 'high waisted', ""Women's Fashion"", 'Swimsuit', 'push up swimwear', 'high waist', 'Bikini', 'Fashion', 'Sport', 'high waisted shorts', 'Floral', 'crop top', 'Suits', 'Sports Wear', 'Swimming']"
Summer Fashion Womens Vest Top Sleeveless Blouse Casual Tank Tops T-Shirt,5.69,5,5000,0,3.61,437,183.0,80.0,80.0,42.0,69.0,0,0,0,0,"blouse,Fashion,Pleated,Women's Fashion,tank top,T Shirts,backless,sleeveless tops,sexy,Casual,Women Fashion,Bottoming shirt",red,M,50,2,0,39,50,0,CN,beihaidaofj,2114,4.227530747398297,0,1,"['blouse', 'Fashion', 'Pleated', ""Women's Fashion"", 'tank top', 'T Shirts', 'backless', 'sleeveless tops', 'sexy', 'Casual', 'Women Fashion', 'Bottoming shirt']"
Women's Fashion Boho Long Dot Dress Long Dress High Silt Printed Beach Dress XS-5XL,12.0,11,100,1,3.28,40,10.0,11.0,11.0,2.0,9.0,0,0,0,0,"wavepointdre,Fashion,long dress,Beach,Dress,summer dress,beach dress,boho,Party Dress,boho dress,printed,Women's Fashion",black,4XL,50,3,0,38,50,0,CN,bazaretsaintfrusquin,7936,3.964591733870968,0,3,"['wavepointdre', 'Fashion', 'long dress', 'Beach', 'Dress', 'summer dress', 'beach dress', 'boho', 'Party Dress', 'boho dress', 'printed', ""Women's Fashion""]"
2020 Summer Sexy Women Halter Tops Beach Swimming Letter Print Swimwear Lady's Push Up Vest Bra S-5XL,7.0,6,100,0,3.6,25,10.0,4.0,4.0,3.0,3.0,0,0,0,0,"Summer,Vest,Swimming,Halter,wrappedchest,letter print,bras for women,Tops,slingvest,Swimwear,Push up bikini,Print,Women's Fashion,Halter Bikini,sexy,Women,Beach,summer tops,Bras,Bottoming shirt",black,S,50,2,0,127,50,1,CN,lindieduxin,483,4.155279503105589,0,3,"['Summer', 'Vest', 'Swimming', 'Halter', 'wrappedchest', 'letter print', 'bras for women', 'Tops', 'slingvest', 'Swimwear', 'Push up bikini', 'Print', ""Women's Fashion"", 'Halter Bikini', 'sexy', 'Women', 'Beach', 'summer tops', 'Bras', 'Bottoming shirt']"
Fashion Women Back Deep V Sexy Backless Vest Tank Sleeveless Slim Tops womens Tshirt,7.0,13,50000,1,3.35,9075,2998.0,1514.0,1514.0,1136.0,1600.0,0,0,0,0,"Vest,womens top,Tank,Tops,slim,T Shirts,Womens T Shirts,Women's Fashion,Fashion,backless,sexy,sleeveless,womens vest,Women",gray,S,50,2,0,40,50,0,no_origin_country,freebird,839882,4.103759813878616,0,3,"['Vest', 'womens top', 'Tank', 'Tops', 'slim', 'T Shirts', 'Womens T Shirts', ""Women's Fashion"", 'Fashion', 'backless', 'sexy', 'sleeveless', 'womens vest', 'Women']"
Women Sister Shirt Cute Cat Printed Couple Summer Tank Tops Vest  S-3XL,5.66,5,10000,1,4.29,2068,1245.0,418.0,418.0,68.0,90.0,1,0,1,0,"Summer,Vest,Fashion,Tank,Shirt,cute,Tops,women tank,Cats,Women's Fashion,printed,Women Fashion,Women",grey,2XL,50,1,0,138,50,0,CN,SOLID VALUE,2174765,4.356187909958088,0,1,"['Summer', 'Vest', 'Fashion', 'Tank', 'Shirt', 'cute', 'Tops', 'women tank', 'Cats', ""Women's Fashion"", 'printed', 'Women Fashion', 'Women']"
Sexy Women Lace Bodycon Dress Skirt and Crop V-Neck Tops 2-Piece Party Clubwear,8.0,7,20000,0,3.39,2877,1046.0,453.0,453.0,289.0,567.0,0,0,0,0,"2pieceset,short dress,Skirts,Tops,slim,short sleeves,V-neck,bodycon,clubwear,Women's Fashion,party,croptopandskirt,sexy,Mini dress,Lace,Dress,Women",no_color,S,50,2,0,47,50,0,CN,GL,402743,4.156715324661136,1,3,"['2pieceset', 'short dress', 'Skirts', 'Tops', 'slim', 'short sleeves', 'V-neck', 'bodycon', 'clubwear', ""Women's Fashion"", 'party', 'croptopandskirt', 'sexy', 'Mini dress', 'Lace', 'Dress', 'Women']"
Women's Fashion Casual Summer Loose off shoulder Floral print Tops,5.0,5,10000,1,3.88,1109,555.0,182.0,182.0,81.0,119.0,0,0,0,0,"blouse,Summer,Fashion,off the shoulder top,Shirt,Tops,short sleeves,Print,Women's Fashion,shoulderdrape,Floral,Floral print,Casual,Women",pink,M,2,2,0,50,50,0,CN,redisland,59903,4.153665091898569,1,4,"['blouse', 'Summer', 'Fashion', 'off the shoulder top', 'Shirt', 'Tops', 'short sleeves', 'Print', ""Women's Fashion"", 'shoulderdrape', 'Floral', 'Floral print', 'Casual', 'Women']"
Women's Ruffled One Piece Swimsuit Solid Adjustable Strap Monokinis Bathing Suits Swimwear,14.0,13,5000,0,4.16,2082,1201.0,398.0,398.0,94.0,148.0,0,0,0,0,"Fashion,Swimming,ruffled,onepiece,One Piece Swimsuits,Womens swimwear,Swimwear,Bikini,beach volleyball swimwear,women bathing suit,monokini,Swimsuit,Swimming suit,swimming suit for women",black,S,50,3,0,31,50,0,CN,SEABOY2,5841,4.2177709296353365,0,2,"['Fashion', 'Swimming', 'ruffled', 'onepiece', 'One Piece Swimsuits', 'Womens swimwear', 'Swimwear', 'Bikini', 'beach volleyball swimwear', 'women bathing suit', 'monokini', 'Swimsuit', 'Swimming suit', 'swimming suit for women']"
2019 Punk Style Women Skeleton Printed Premium Bodycon Slim Fit Soft Elasticity Black Summer Casual Shorts,6.0,47,1000,0,4.28,134,84.0,19.0,19.0,2.0,7.0,0,0,0,0,"Summer,Shorts,Skeleton,Casual pants,athleticshort,summer shorts,Women's Fashion,Hot pants,High Waist Pants,womenshortspant,black,printed,punk style,skeletonprinted,Women,slim,Casual,Slim Fit",multicolor,S,50,2,0,43,50,0,CN,Streetstyle,25914,3.862313807208458,0,2,"['Summer', 'Shorts', 'Skeleton', 'Casual pants', 'athleticshort', 'summer shorts', ""Women's Fashion"", 'Hot pants', 'High Waist Pants', 'womenshortspant', 'black', 'printed', 'punk style', 'skeletonprinted', 'Women', 'slim', 'Casual', 'Slim Fit']"
Women's stripes Lined up double up tankini top swimwear(plus size),8.0,7,10000,0,4.02,2694,1383.0,591.0,591.0,153.0,225.0,0,0,0,0,"Summer,Fashion,bikini set,Bottom,striped bikini,Swimwear,Swimsuit,beachwear for women,Stripes,monokini,Tankini Set,Swimming",navy blue,S,50,3,0,31,50,0,CN,Honest Fashion shopping,10258,4.243712224605186,1,2,"['Summer', 'Fashion', 'bikini set', 'Bottom', 'striped bikini', 'Swimwear', 'Swimsuit', 'beachwear for women', 'Stripes', 'monokini', 'Tankini Set', 'Swimming']"
Plus Size Women's Fashion Loose Casual sleeveless Floral print Round neck Summer Vest camisole,5.83,5,100,0,4.36,22,13.0,5.0,5.0,1.0,0.0,0,0,0,0,"Summer,Vest,Plus Size,Floral print,camisole,Loose,Round neck,Print,Women's Fashion,Fashion,Floral,sleeveless,Casual,Necks",yellow,XS,3,1,0,24,50,0,CN,DERNMUUR,17471,3.952836128441417,0,4,"['Summer', 'Vest', 'Plus Size', 'Floral print', 'camisole', 'Loose', 'Round neck', 'Print', ""Women's Fashion"", 'Fashion', 'Floral', 'sleeveless', 'Casual', 'Necks']"
1PCS Swimwear Monokini Swimsuit Backless Bodysuit Women Swimsuit,11.0,21,1000,0,4.08,545,295.0,113.0,113.0,27.0,45.0,0,0,0,0,"bikinsuit,Fashion,Floral print,backlessswimsuit,Swimming,beach wear,Swimsuit,Halter Bikini,women swimwear,backless,Summer Fashion,monokini,Women,Women's Fashion,bikini suit,Swimwear",white,2XL,17,3,0,70,50,1,CN,hoastlnen,33303,3.981623277182236,0,1,"['bikinsuit', 'Fashion', 'Floral print', 'backlessswimsuit', 'Swimming', 'beach wear', 'Swimsuit', 'Halter Bikini', 'women swimwear', 'backless', 'Summer Fashion', 'monokini', 'Women', ""Women's Fashion"", 'bikini suit', 'Swimwear']"
2019 New Fashion Women Loose Round Neck Dress Short Sleeve Solid Color Casual Dress,1.85,11,100,0,3.9,97,49.0,16.0,16.0,9.0,9.0,0,0,0,0,"Summer,Fashion,Necks,Sleeve,Dress,neck dress,short sleeves,Round neck,Women's Fashion,Shorts,Loose,Casual,Women",black,XXS,2,1,0,40,50,0,no_origin_country,Maryswill,91631,3.83793694273772,1,5,"['Summer', 'Fashion', 'Necks', 'Sleeve', 'Dress', 'neck dress', 'short sleeves', 'Round neck', ""Women's Fashion"", 'Shorts', 'Loose', 'Casual', 'Women']"
2019 Men's Summer Cool Jogging Shorts,9.0,8,5000,1,3.61,1926,740.0,405.0,405.0,164.0,272.0,0,0,0,0,"Summer,шортымужские,Fashion,compressionshort,menscasulshort,ShortsMen,Short pants,menssportspant,gymshort,Shorts,slimfitpant,printed,men's shorts",black,XXL,50,3,0,41,50,0,CN,OOWW FASHION,73271,3.954443094812409,1,4,"['Summer', 'шортымужские', 'Fashion', 'compressionshort', 'menscasulshort', 'ShortsMen', 'Short pants', 'menssportspant', 'gymshort', 'Shorts', 'slimfitpant', 'printed', ""men's shorts""]"
Summer Quick-Dry Ellesse Shorts Men Siwmwear Beach Shorts Swim Shorts Beach Wear Sports (9 Colors),8.0,56,10000,1,3.59,1285,469.0,286.0,286.0,94.0,184.0,0,0,0,0,"runningshort,Beach Shorts,ellessepant,beachpant,Bottom,sailboatshort,beach swimwear,Men's Fashion,Shorts,Summer,Men Shorts,men's shorts,Sport,Beach,ellesse,Men",black,M,50,3,0,36,50,0,CN,sunsunxinxin,1260,3.795238095238095,0,1,"['runningshort', 'Beach Shorts', 'ellessepant', 'beachpant', 'Bottom', 'sailboatshort', 'beach swimwear', ""Men's Fashion"", 'Shorts', 'Summer', 'Men Shorts', ""men's shorts"", 'Sport', 'Beach', 'ellesse', 'Men']"
Women Fashion Sexy Sleeveless Knit Crop Tops,3.0,3,50000,0,3.81,11408,5065.0,2342.0,2342.0,890.0,1147.0,0,0,0,0,"corset top,Fashion,crop top,camisole,knittop,Tops,tank top,Women's Fashion,sexy,sleeveless,knit,fashionwomencroptop,Women",wine red,S,50,1,0,38,50,1,CN,Mermaid 's Kiss,151249,4.04915734980066,0,4,"['corset top', 'Fashion', 'crop top', 'camisole', 'knittop', 'Tops', 'tank top', ""Women's Fashion"", 'sexy', 'sleeveless', 'knit', 'fashionwomencroptop', 'Women']"
Womens Off Shoulder Casual Loose T-Shirt Tops Printed Summer Blouse Tops Shirt,6.0,17,5000,1,3.9,813,387.0,168.0,168.0,65.0,73.0,0,0,0,0,"women shirt Blouse,Summer,Fashion,Floral print,Off shoulder shirt,printed shirts,long sleeve shirt women,T Shirts,loose t-shirt,Women's Fashion,causalshirtwomen,floral shirt,sexy shirts for women,Shirt",white,XS,50,2,0,38,50,0,CN,haohuangsheng,22765,4.238172633428508,0,2,"['women shirt Blouse', 'Summer', 'Fashion', 'Floral print', 'Off shoulder shirt', 'printed shirts', 'long sleeve shirt women', 'T Shirts', 'loose t-shirt', ""Women's Fashion"", 'causalshirtwomen', 'floral shirt', 'sexy shirts for women', 'Shirt']"
Women's Fashion Summer Clothes Beach Sleeveless Dresses Star Printed Loose V-neck Dress Casual Cotton Party Dress Ladies Fashion Plus Size Mini Dress XS-8XL,3.86,6,50,0,4.0,6,3.0,0.0,0.0,0.0,0.0,0,0,0,0,"Mini,Plus Size,halter dress,women dresses,plus size dress,Dress,casual dresses,V-neck,Mini dress,beach dress,Fashion,Summer,printed,sleeveless,Star,Casual,Clothes,Ladies Fashion,summer dress,Party Dress,Women's Fashion,Cotton Dress,Sleeveless dress,Ladies,party,Cotton,Beach,loose dress",white,XS,4,1,0,20,50,0,CN,ZALA Rainbows Store,4098,3.8609077598828696,0,1,"['Mini', 'Plus Size', 'halter dress', 'women dresses', 'plus size dress', 'Dress', 'casual dresses', 'V-neck', 'Mini dress', 'beach dress', 'Fashion', 'Summer', 'printed', 'sleeveless', 'Star', 'Casual', 'Clothes', 'Ladies Fashion', 'summer dress', 'Party Dress', ""Women's Fashion"", 'Cotton Dress', 'Sleeveless dress', 'Ladies', 'party', 'Cotton', 'Beach', 'loose dress']"
New Women Slim Loose Outfits Crop Top Short  Sorts Drawstring Pants Casual  Running Jumpsuits Yoga Rompers,9.0,8,5000,0,4.03,827,445.0,159.0,159.0,45.0,75.0,0,0,0,0,"Shorts,Fashion,workoutampyoga,pants,slim,Short pants,Outfits,yogaromper,Women's Fashion,Set,runningjumpsuit,cropped top,Casual,jumpsuit",black,S,50,3,0,42,50,0,CN,Girls' showtime,124563,4.193588786397245,0,2,"['Shorts', 'Fashion', 'workoutampyoga', 'pants', 'slim', 'Short pants', 'Outfits', 'yogaromper', ""Women's Fashion"", 'Set', 'runningjumpsuit', 'cropped top', 'Casual', 'jumpsuit']"
Women Loose Casual Printed V Neck Long Dress Plus Size  Wave Point Dress Summer Dress,5.89,5,5000,0,3.25,392,127.0,65.0,65.0,40.0,91.0,0,0,0,0,"Summer,Plus Size,summer dress,Necks,long dress,Dress,Loose,V-neck,Women's Fashion,printed,wavepoint,Casual,Women",red,XS,2,2,0,24,50,1,CN,pan-emily,4295,3.8495925494761347,0,3,"['Summer', 'Plus Size', 'summer dress', 'Necks', 'long dress', 'Dress', 'Loose', 'V-neck', ""Women's Fashion"", 'printed', 'wavepoint', 'Casual', 'Women']"
Mens Summer Cotton Breathable Solid Color Buttons T-Shirts Casual Slim Short Sleeve Shirt Tops,11.0,17,1000,0,3.62,462,189.0,89.0,89.0,41.0,69.0,0,0,0,0,"Summer,men's dress shirt,Fashion,Shirt,Sleeve,Men's Shirt,Tops,casualmensshirt,short sleeves,Shorts,Men's Fashion,slim,Men T-shirt,Men Tops,Short Sleeve T-Shirt,Beach,Casual,T Shirts,Cotton",mintgreen,M,50,3,0,36,50,1,CN,Smallspring.X,5880,4.136394557823128,0,1,"['Summer', ""men's dress shirt"", 'Fashion', 'Shirt', 'Sleeve', ""Men's Shirt"", 'Tops', 'casualmensshirt', 'short sleeves', 'Shorts', ""Men's Fashion"", 'slim', 'Men T-shirt', 'Men Tops', 'Short Sleeve T-Shirt', 'Beach', 'Casual', 'T Shirts', 'Cotton']"
Women Solid Color Elastic Waist Casual Shorts Plus Size Loose Summer Shorts,8.0,7,20000,1,3.95,9337,4487.0,1955.0,1955.0,658.0,705.0,0,0,0,0,"Women Pants,bowknot,Plus Size,Waist,chiffon,Summer,Shorts,summer shorts,Women's Fashion,widelegpant,women shorts,elastic waist,Elastic,Women,European Style,Casual,Women Clothing",black,XXL,50,2,0,38,50,0,CN,Jinqianbao888,40245,3.997589762703442,0,2,"['Women Pants', 'bowknot', 'Plus Size', 'Waist', 'chiffon', 'Summer', 'Shorts', 'summer shorts', ""Women's Fashion"", 'widelegpant', 'women shorts', 'elastic waist', 'Elastic', 'Women', 'European Style', 'Casual', 'Women Clothing']"
2018 Summer Women Sexy Off Shoulder Shirt Casual Half Sleeve Top Ladies Fashion Printing Loose T-shirts Plus Size Cotton Blouse XS-5XL,8.0,140,10000,1,4.17,1910,1141.0,329.0,329.0,88.0,140.0,0,0,0,0,"Summer,Plus Size,crop top,Cotton T Shirt,T Shirts,Fashion,off shoulder,Casual T-Shirt,sexy,Casual,Shirt,blouse,Cotton,Sexy Top,Sleeve,Tops,Womens Blouse,Women's Fashion,Printing t shirt,Ladies,loose t-shirt,Women,Ladies Fashion",blue,S,50,3,0,19,50,0,CN,liwenjuan fashion store,2050,4.1678048780487815,0,2,"['Summer', 'Plus Size', 'crop top', 'Cotton T Shirt', 'T Shirts', 'Fashion', 'off shoulder', 'Casual T-Shirt', 'sexy', 'Casual', 'Shirt', 'blouse', 'Cotton', 'Sexy Top', 'Sleeve', 'Tops', 'Womens Blouse', ""Women's Fashion"", 'Printing t shirt', 'Ladies', 'loose t-shirt', 'Women', 'Ladies Fashion']"
Summer mens cool sport suit Sports Wear Casual Jogging Suits Short Sleeve Outfit Sets,11.0,168,10,0,3.33,3,0.0,2.0,2.0,1.0,0.0,0,0,0,0,"Summer,Shorts,Sleeve,cool,Men,outdoorsuit,short sleeves,Outfits,Round neck,jogging,Suits,Sport,Casual,Clothes",white,S,3,3,0,33,50,0,CN,wanguanqiuxi,47,3.914893617021277,0,3,"['Summer', 'Shorts', 'Sleeve', 'cool', 'Men', 'outdoorsuit', 'short sleeves', 'Outfits', 'Round neck', 'jogging', 'Suits', 'Sport', 'Casual', 'Clothes']"
Summer mens cool sport suit Sports Wear Casual Jogging Suits Short Sleeve Outfit Sets,11.0,168,10,0,3.33,3,0.0,2.0,2.0,1.0,0.0,0,0,0,0,"Summer,Shorts,Sleeve,cool,Men,outdoorsuit,short sleeves,Outfits,Round neck,jogging,Suits,Sport,Casual,Clothes",white,S,3,3,0,33,50,1,CN,wanguanqiuxi,47,3.914893617021277,0,3,"['Summer', 'Shorts', 'Sleeve', 'cool', 'Men', 'outdoorsuit', 'short sleeves', 'Outfits', 'Round neck', 'jogging', 'Suits', 'Sport', 'Casual', 'Clothes']"
S-5XL Plus Size Summer Women's Fashion Jumpsuit Casual Loose Solid Tank Jumpsuit Long Suspender Overalls Bib Pants Rompers Wide Leg Pants,8.0,7,100,0,2.0,2,0.0,0.0,0.0,0.0,1.0,0,0,0,0,"Summer,Women Rompers,Plus Size,Tank,linenjumpsuit,women long pants,pants,Women's Fashion,Long pants,Jumpsuits & Rompers,Fashion,rompers womens jumpsuit,Wool,women Jumpsuit,Casual,jumpsuit",black,XXS,46,3,0,41,50,1,CN,Adrea boutique,14676,4.07420278004906,0,4,"['Summer', 'Women Rompers', 'Plus Size', 'Tank', 'linenjumpsuit', 'women long pants', 'pants', ""Women's Fashion"", 'Long pants', 'Jumpsuits & Rompers', 'Fashion', 'rompers womens jumpsuit', 'Wool', 'women Jumpsuit', 'Casual', 'jumpsuit']"
Women Summer Fashion Sexy Party Dress Irregular Floral Print Backless Bodycon,2.0,8,50,0,3.88,8,5.0,1.0,1.0,0.0,2.0,0,0,0,0,"Summer,Fashion,Floral print,Dress,Formal Dresses,Print,Women's Fashion,Party Dress,backless,party,Floral,Party Dresses,sexy,Women",gray,XXS,1,1,0,40,50,1,CN,schmuckdesignonline,7248,3.9430187637969096,0,2,"['Summer', 'Fashion', 'Floral print', 'Dress', 'Formal Dresses', 'Print', ""Women's Fashion"", 'Party Dress', 'backless', 'party', 'Floral', 'Party Dresses', 'sexy', 'Women']"
Women's Fashion Sports Shorts Gym Workout Yoga Fitness Elastic Waist Shorts Summer Shorts,5.66,5,100,1,3.41,27,8.0,8.0,8.0,1.0,6.0,0,0,0,0,"Summer,Beach Shorts,Yoga,Waist,Elastic,Fitness,Workout,summer shorts,Women's Fashion,yogashort,gymshort,women shorts,Shorts,elastic waist,Sport,Fashion,Sports Wear",black,XXL,50,1,0,48,50,0,CN,keidjur,1129,3.83348095659876,0,1,"['Summer', 'Beach Shorts', 'Yoga', 'Waist', 'Elastic', 'Fitness', 'Workout', 'summer shorts', ""Women's Fashion"", 'yogashort', 'gymshort', 'women shorts', 'Shorts', 'elastic waist', 'Sport', 'Fashion', 'Sports Wear']"
Women's Fashion Casual Short Sleeved Tie-dyed Gradient Printing Round Neck T-Shirt Tunic Tops Loose Plus Size Summer Blouses,9.0,8,100,0,4.1,10,5.0,3.0,3.0,0.0,1.0,0,0,0,0,"blouse,tunics women,Fashion,tunic,Necks,t shirt printing,Round Collar,Tops,Loose,Ladies Top,Women's Fashion,Shorts,Round neck,gradient,T Shirts,Plus Size,Summer,Tops & T-Shirts,Short Sleeved,Casual,summertee",purple,XS,10,3,0,26,50,1,CN,yxz888,4402,4.022944116310768,0,1,"['blouse', 'tunics women', 'Fashion', 'tunic', 'Necks', 't shirt printing', 'Round Collar', 'Tops', 'Loose', 'Ladies Top', ""Women's Fashion"", 'Shorts', 'Round neck', 'gradient', 'T Shirts', 'Plus Size', 'Summer', 'Tops & T-Shirts', 'Short Sleeved', 'Casual', 'summertee']"
V-neck Wrap Jumpsuit Slim Street Windbreaker 2019 Summer Tight Jumpsuit Women's Drawstring Jumpsuit Jumpsuit Shorts,8.0,9,100,1,4.08,61,38.0,6.0,6.0,2.0,7.0,0,0,0,0,"Summer,Shorts,clubwear,Sleeve,Long Sleeve,Slim Fit,V-neck,wrapjumpsuit,vneckjumpsuit,Women's Fashion,drawstring,Sport,slim,jumpsuit",red,M,2,3,0,39,50,0,CN,Modernhatshop,1585,4.0769716088328085,0,1,"['Summer', 'Shorts', 'clubwear', 'Sleeve', 'Long Sleeve', 'Slim Fit', 'V-neck', 'wrapjumpsuit', 'vneckjumpsuit', ""Women's Fashion"", 'drawstring', 'Sport', 'slim', 'jumpsuit']"
Casual Ladies Spaghetti Strap Tank Top Summer T Shirts Fashion Baggy Sleeveless Blouse Top Plus Size S-2XL,9.0,8,1000,0,3.78,282,127.0,47.0,47.0,20.0,30.0,0,0,0,0,"blouse,Summer,Vest,Fashion,Tank,Shirt,sleevelessblouse,Tops,Spaghetti Strap,Women's Fashion,tank top,baggy,Casual,T Shirts,Plus Size,Ladies,sleeveless,women top,Spaghetti,summer tops",red,S,15,3,0,43,50,0,CN,speedup,16523,4.038733886098166,0,2,"['blouse', 'Summer', 'Vest', 'Fashion', 'Tank', 'Shirt', 'sleevelessblouse', 'Tops', 'Spaghetti Strap', ""Women's Fashion"", 'tank top', 'baggy', 'Casual', 'T Shirts', 'Plus Size', 'Ladies', 'sleeveless', 'women top', 'Spaghetti', 'summer tops']"
Women Summer Fashion O-neck Sleeveless Stripes Printing Slim Fit Casual Cotton Tank Top,2.76,17,1000,1,4.33,49,28.0,13.0,13.0,2.0,1.0,1,0,1,0,"Cotton,Slim  Fitting,Tank,summer tank top,Tops,New arrival,tank top,Women's Fashion,tanktopforwomen,sleeveless tops,printtanktop,Women,Fashion,tops for women,Women Fashion,Slim Fit",green,XS,3,1,0,43,50,0,CN,Sonick,11505,4.136723163841808,0,4,"['Cotton', 'Slim  Fitting', 'Tank', 'summer tank top', 'Tops', 'New arrival', 'tank top', ""Women's Fashion"", 'tanktopforwomen', 'sleeveless tops', 'printtanktop', 'Women', 'Fashion', 'tops for women', 'Women Fashion', 'Slim Fit']"
Plus Size Summer Women Casual Sleeveless Rompers Jumpsuits Solid Color Suspender Ttrousers Loose Overalls,3.83,4,100,0,3.57,67,27.0,15.0,15.0,7.0,12.0,0,0,0,0,"Deep V-Neck,Summer,Plus Size,Spaghetti Strap,Overalls,Women's Fashion,sleeveless,Women,Casual,jumpsuit",lightred,Size-XS,1,1,0,38,50,0,CN,zuilangmanDS,5654,3.9587902370003536,0,6,"['Deep V-Neck', 'Summer', 'Plus Size', 'Spaghetti Strap', 'Overalls', ""Women's Fashion"", 'sleeveless', 'Women', 'Casual', 'jumpsuit']"
Women&#39;s Fashion Flannel Caroset Pleated Elastic High Waist Sexy Shorts (8 Colors),7.0,9,10000,1,4.47,1838,1253.0,351.0,351.0,42.0,53.0,1,0,1,0,"Shorts,Cotton,Waist,Sports & Outdoors,Pleated,yogashort,women shorts,Fashion,Elastic,sexy,Sport,high waist",black,S,50,2,0,43,50,1,CN,yangboyang,8727,4.161796722814255,0,1,"['Shorts', 'Cotton', 'Waist', 'Sports & Outdoors', 'Pleated', 'yogashort', 'women shorts', 'Fashion', 'Elastic', 'sexy', 'Sport', 'high waist']"
5 Colors Women Fashion Sexy Backless Swimming Jumpsuits Slim Fit Spaghetti Strap Camouflage One Piece Swimsuit Bikini Beachwear Bathing Suit,6.0,43,1000,0,3.46,566,239.0,71.0,71.0,56.0,115.0,0,0,0,0,"bathing suit,Fashion,bikini set,slim,One Piece Swimsuits,Women's Fashion,Summer Fashion,sexy,Spaghetti,Women Fashion,Women,onepiece,Slim Fit,Swimwear,camouflage,Swimsuit,Bikini,backless,t,Suits,jumpsuit,women Jumpsuit,Swimming",Pink,M,15,2,0,43,50,0,CN,snowgirl,36361,3.9675201452105284,0,6,"['bathing suit', 'Fashion', 'bikini set', 'slim', 'One Piece Swimsuits', ""Women's Fashion"", 'Summer Fashion', 'sexy', 'Spaghetti', 'Women Fashion', 'Women', 'onepiece', 'Slim Fit', 'Swimwear', 'camouflage', 'Swimsuit', 'Bikini', 'backless', 't', 'Suits', 'jumpsuit', 'women Jumpsuit', 'Swimming']"
2019 New Women Fashion Sexy Tank Bone Hand Pattern Print Spaghetti Strap Cotton Tank Tops Summer Women Casual Bodycon Slim Fit Sleeveless Beach Style Vest Plus Size S-5xl,8.0,21,100,0,4.06,36,20.0,6.0,6.0,2.0,3.0,1,0,1,0,"Summer,Vest,Spaghetti Strap,Tank,Fashion,Spaghetti,Tops,slim,Women's Fashion,Slim Fit,Plus Size,sexy,Print,sleeveless,Women,Beach,Casual,Women Fashion,Cotton",white,M,50,2,0,48,50,0,CN,jjqiiozoqv,5781,4.274865940148763,0,4,"['Summer', 'Vest', 'Spaghetti Strap', 'Tank', 'Fashion', 'Spaghetti', 'Tops', 'slim', ""Women's Fashion"", 'Slim Fit', 'Plus Size', 'sexy', 'Print', 'sleeveless', 'Women', 'Beach', 'Casual', 'Women Fashion', 'Cotton']"
2020 Women's Summer Fashion Spaghetti Strap Floral Print Tie Front Mini Dress Sexy Dress,8.0,9,1000,1,4.16,45,28.0,4.0,4.0,0.0,4.0,0,0,0,0,"Mini,spaghettistrapdresse,Floral print,Summer,womensfahsion,Spaghetti,Dress,summer dress,minidressforwomen,Mini dress,spaghettishoulderstrapdre,Women's Fashion,floralprinteddre,Sexy Dress,Print,sexy,Fashion,Floral",grey,S,50,3,0,42,50,0,CN,chillerty,21012,3.885160860460689,0,1,"['Mini', 'spaghettistrapdresse', 'Floral print', 'Summer', 'womensfahsion', 'Spaghetti', 'Dress', 'summer dress', 'minidressforwomen', 'Mini dress', 'spaghettishoulderstrapdre', ""Women's Fashion"", 'floralprinteddre', 'Sexy Dress', 'Print', 'sexy', 'Fashion', 'Floral']"
Women Summer Shorts Lace Up Elastic Waistband Loose Thin Casual Pants Plus Size S-8XL,2.66,3,100,1,2.67,12,1.0,4.0,4.0,0.0,5.0,0,0,0,0,"Summer,Shorts,Lace,Casual pants,Bottom,pants,Loose,Women's Fashion,Plus Size,Lace Up,Elastic,Casual,Women",yellow,S,1,1,0,30,50,1,CN,keepahorse,66644,4.137581777804454,1,5,"['Summer', 'Shorts', 'Lace', 'Casual pants', 'Bottom', 'pants', 'Loose', ""Women's Fashion"", 'Plus Size', 'Lace Up', 'Elastic', 'Casual', 'Women']"
